file,num_paths,num_operations
openapi-directory/APIs/interzoid.com/globalpageload/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getcompanymatch/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getcurrencyrate/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getstateabbreviation/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getglobalnumberinfo/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/formapi.io/v1/openapi.yaml,27,35
openapi-directory/APIs/interzoid.com/getfullnameparsedmatch/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getzipinfo/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getweatherzip/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/lookupareacode/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getaddressmatch/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getcitystandard/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/convertcurrency/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getemailinfo/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getcitymatch/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getweathercity/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getglobaltime/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getareacodefromnumber/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getcountrymatch/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/interzoid.com/getfullnamematch/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/ptv.vic.gov.au/v3/openapi.yaml,26,26
openapi-directory/APIs/interzoid.com/getcountrystandard/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/twinehealth.com/v7.78.1/openapi.yaml,46,62
openapi-directory/APIs/smart-me.com/v1/openapi.yaml,51,64
openapi-directory/APIs/lufthansa.com/partner/1.0/openapi.yaml,16,16
openapi-directory/APIs/billingo.hu/3.0.7/openapi.yaml,19,31
openapi-directory/APIs/prss.org/2.0.0/openapi.yaml,26,36
openapi-directory/APIs/nsidc.org/1.0.0/openapi.yaml,4,4
openapi-directory/APIs/lufthansa.com/public/1.0/openapi.yaml,15,15
openapi-directory/APIs/ebay.com/sell-marketing/v1.15.0/openapi.yaml,53,69
openapi-directory/APIs/edrv.io/v1/openapi.yaml,36,57
openapi-directory/APIs/telematicssdk.com/1.0.0/openapi.yaml,9,9
openapi-directory/APIs/archive.org/search/1.0.0/openapi.yaml,3,3
openapi-directory/APIs/archive.org/wayback/1.0.0/openapi.yaml,1,2
openapi-directory/APIs/etsi.local/MEC010-2_AppPkgMgmt/2.1.1/openapi.yaml,9,16
openapi-directory/APIs/quotes.rest/5.1/openapi.yaml,32,45
openapi-directory/APIs/nasa.gov/apod/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/nasa.gov/asteroids neows/3.4.0/openapi.yaml,3,3
openapi-directory/APIs/highwaysengland.co.uk/v1/openapi.yaml,10,10
openapi-directory/APIs/exlibrisgroup.com/tasklists/1.0/openapi.yaml,6,10
openapi-directory/APIs/flickr.com/1.0.0/openapi.yaml,25,25
openapi-directory/APIs/symanto.net/1.0/openapi.yaml,7,7
openapi-directory/APIs/jumpseller.com/1.0.0/openapi.yaml,82,142
openapi-directory/APIs/namsor.com/2.0.24/openapi.yaml,88,88
openapi-directory/APIs/doqs.dev/1.0/openapi.yaml,8,14
openapi-directory/APIs/globalwinescore.com/8234aab51481d37a30757d925b7f4221a659427e/openapi.yaml,2,2
openapi-directory/APIs/opentargets.io/19.02.1/openapi.yaml,27,31
openapi-directory/APIs/netlicensing.io/2.x/openapi.yaml,20,40
openapi-directory/APIs/goog.io/0.1.0/openapi.yaml,6,6
openapi-directory/APIs/pdfgeneratorapi.com/3.1.1/openapi.yaml,7,11
openapi-directory/APIs/etherpad.local/1.2.15/openapi.yaml,48,96
openapi-directory/APIs/api2cart.com/1.1/openapi.yaml,147,147
openapi-directory/APIs/signl4.com/v1/openapi.yaml,84,101
openapi-directory/APIs/spoonacular.com/1.1/openapi.yaml,97,99
openapi-directory/APIs/snyk.io/1.0.0/openapi.yaml,84,103
openapi-directory/APIs/clicksend.com/1.0.0/openapi.yaml,150,205
openapi-directory/APIs/trakt.tv/1.0.0/openapi.yaml,170,183
openapi-directory/APIs/tisane.ai/1.0.0/openapi.yaml,6,6
openapi-directory/APIs/circuitsandbox.net/2.9.235/openapi.yaml,100,123
openapi-directory/APIs/apptigent.com/2021.1.01/openapi.yaml,88,88
openapi-directory/APIs/billbee.io/v1/openapi.yaml,55,76
openapi-directory/APIs/opensuse.org/obs/2.10.50/openapi.yaml,54,81
openapi-directory/APIs/nexmo.com/messages-olympus/1.4.0/openapi.yaml,1,1
openapi-directory/APIs/nexmo.com/subaccounts/1.0.8/openapi.yaml,5,9
openapi-directory/APIs/nexmo.com/application.v2/2.1.4/openapi.yaml,2,5
openapi-directory/APIs/nexmo.com/external-accounts/0.1.5/openapi.yaml,7,9
openapi-directory/APIs/nexmo.com/numbers/1.0.20/openapi.yaml,5,5
openapi-directory/APIs/nexmo.com/sms/1.2.0/openapi.yaml,1,1
openapi-directory/APIs/nexmo.com/dispatch/0.3.4/openapi.yaml,1,1
openapi-directory/APIs/nexmo.com/redact/1.0.6/openapi.yaml,1,1
openapi-directory/APIs/nexmo.com/verify/1.2.4/openapi.yaml,6,6
openapi-directory/APIs/nexmo.com/audit/1.0.4/openapi.yaml,2,3
openapi-directory/APIs/nexmo.com/conversion/1.0.1/openapi.yaml,2,2
openapi-directory/APIs/viator.com/1.0.0/openapi.yaml,28,28
openapi-directory/APIs/nexmo.com/application/1.0.2/openapi.yaml,2,5
openapi-directory/APIs/nexmo.com/voice/1.3.10/openapi.yaml,5,9
openapi-directory/APIs/nexmo.com/pricing/0.0.3/openapi.yaml,3,3
openapi-directory/APIs/nexmo.com/conversation.v2/1.0.1/openapi.yaml,4,4
openapi-directory/APIs/nexmo.com/account/1.0.4/openapi.yaml,6,8
openapi-directory/APIs/nexmo.com/number-insight/1.2.1/openapi.yaml,4,4
openapi-directory/APIs/nexmo.com/media/1.0.2/openapi.yaml,3,4
openapi-directory/APIs/nexmo.com/conversation/2.0.1/openapi.yaml,12,23
openapi-directory/APIs/firmalyzer.com/iotvas/1.0/openapi.yaml,8,8
openapi-directory/APIs/nexmo.com/reports/2.2.2/openapi.yaml,4,6
openapi-directory/APIs/openbanking.org.uk/event-notifications-openapi/3.1.7/openapi.yaml,1,1
openapi-directory/APIs/openbanking.org.uk/confirmation-funds-openapi/3.1.7/openapi.yaml,3,4
openapi-directory/APIs/stream-io-api.com/v80.2.0/openapi.yaml,87,116
openapi-directory/APIs/openbanking.org.uk/payment-initiation-openapi/3.1.7/openapi.yaml,40,41
openapi-directory/APIs/openbanking.org.uk/account-info-openapi/3.1.7/openapi.yaml,28,29
openapi-directory/APIs/influxdata.com/2.0.0/openapi.yaml,113,197
openapi-directory/APIs/apple.com/sirikit-cloud-media/1.0.2/openapi.yaml,6,6
openapi-directory/APIs/peoplefinderspro.com/1.0.0/openapi.yaml,5,5
openapi-directory/APIs/openbanking.org.uk/v1.3/openapi.yaml,6,12
openapi-directory/APIs/mux.com/v1/openapi.yaml,69,91
openapi-directory/APIs/ip2location.com/geolocation/1.0/openapi.yaml,1,1
openapi-directory/APIs/flat.io/2.13.0/openapi.yaml,51,81
openapi-directory/APIs/6-dot-authentiqio.appspot.com/6/openapi.yaml,5,14
openapi-directory/APIs/digitalocean.com/2.0/openapi.yaml,183,290
openapi-directory/APIs/freetv-app.com/v1/openapi.yaml,1,1
openapi-directory/APIs/geodatasource.com/1.0/openapi.yaml,1,1
openapi-directory/APIs/zeit.co/v2019-01-07/openapi.yaml,4,5
openapi-directory/APIs/mastodon.local/1.0/openapi.yaml,106,127
openapi-directory/APIs/conjur.local/5.3.0/openapi.yaml,36,41
openapi-directory/APIs/ntropy.network/1.0.0/openapi.yaml,2,2
openapi-directory/APIs/ip2whois.com/1.0/openapi.yaml,1,1
openapi-directory/APIs/nbg.gr/v3.1.5/openapi.yaml,18,21
openapi-directory/APIs/trello.com/1.0/openapi.yaml,264,324
openapi-directory/APIs/gsmtasks.com/2.4.13/openapi.yaml,156,261
openapi-directory/APIs/apple.com/app-store-connect/1.4.1/openapi.yaml,175,252
openapi-directory/APIs/bigoven.com/partner/openapi.yaml,53,66
openapi-directory/APIs/mermade.org.uk/openapi-converter/1.0.0/openapi.yaml,4,6
openapi-directory/APIs/linode.com/4.151.1/openapi.yaml,226,350
openapi-directory/APIs/crediwatch.com/covid19/1.3.0/openapi.yaml,5,5
openapi-directory/APIs/ljaero.com/dflight/V 1.0.0/openapi.yaml,24,24
openapi-directory/APIs/ipinfodb.com/1.0.0/openapi.yaml,0,0
openapi-directory/APIs/mineskin.org/1.0.0/openapi.yaml,9,9
openapi-directory/APIs/apigee.local/registry/0.0.1/openapi.yaml,20,35
openapi-directory/APIs/betfair.com/1.0.1423/openapi.yaml,1,1
openapi-directory/APIs/soundcloud.com/1.0.0/openapi.yaml,46,59
openapi-directory/APIs/slack.com/openai/v1/openapi.yaml,1,1
openapi-directory/APIs/clever-cloud.com/1.0.0/openapi.yaml,229,324
openapi-directory/APIs/shop.app/v1/openapi.yaml,2,2
openapi-directory/APIs/telegram.org/5.0.0/openapi.yaml,74,74
openapi-directory/APIs/patrowl.local/1.0.0/openapi.yaml,14,14
openapi-directory/APIs/nordigen.com/2.0 (v2)/openapi.yaml,21,29
openapi-directory/APIs/apicurio.local/registry/1.3.2.Final/openapi.yaml,17,33
openapi-directory/APIs/apicurio.local/registry/2.4.x/openapi.yaml,37,65
openapi-directory/APIs/nfusionsolutions.biz/1/openapi.yaml,17,17
openapi-directory/APIs/netbox.dev/3.4/openapi.yaml,210,844
openapi-directory/APIs/esgenterprise.com/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/c19qrserver.local/1.1/openapi.yaml,11,14
openapi-directory/APIs/trashnothing.com/1.3/openapi.yaml,12,12
openapi-directory/APIs/graphhopper.com/1.0.0/openapi.yaml,14,16
openapi-directory/APIs/arespass.net/1.0/openapi.yaml,2,2
openapi-directory/APIs/slack.com/1.7.0/openapi.yaml,174,174
openapi-directory/APIs/stoplight.io/api-v1/openapi.yaml,5,5
openapi-directory/APIs/ix-api.net/2.1.0/openapi.yaml,45,78
openapi-directory/APIs/dev.to/chatgpt/v1/openapi.yaml,1,1
openapi-directory/APIs/dev.to/1.0.0/openapi.yaml,33,40
openapi-directory/APIs/cpy.re/peertube/5.1.0/openapi.yaml,153,186
openapi-directory/APIs/cloudrf.com/2.0.0/openapi.yaml,11,11
openapi-directory/APIs/wiremock.org/admin/2.35.0/openapi.yaml,27,33
openapi-directory/APIs/neutrinoapi.net/3.6.4/openapi.yaml,28,28
openapi-directory/APIs/canada-holidays.ca/1.8.0/openapi.yaml,6,6
openapi-directory/APIs/etmdb.com/1.0.0/openapi.yaml,27,27
openapi-directory/APIs/ideal-postcodes.co.uk/3.7.0/openapi.yaml,20,26
openapi-directory/APIs/go-upc.com/1.0.0/openapi.yaml,1,1
openapi-directory/APIs/openuv.io/v1/openapi.yaml,3,3
openapi-directory/APIs/domainsdb.info/1.0/openapi.yaml,14,14
openapi-directory/APIs/botify.com/1.0.0/openapi.yaml,25,26
openapi-directory/APIs/tl-api.azurewebsites.net/2020-08-10_6-22/openapi.yaml,21,27
openapi-directory/APIs/maif.local/otoroshi/1.5.0-dev/openapi.yaml,45,102
openapi-directory/APIs/twitter.com/current/2.62/openapi.yaml,67,80
openapi-directory/APIs/statsocial.com/1.0.0/openapi.yaml,9,17
openapi-directory/APIs/mailscript.com/0.4.0/openapi.yaml,23,38
openapi-directory/APIs/codesearch.debian.net/1.4.0/openapi.yaml,2,2
openapi-directory/APIs/intellifi.nl/2.23.4+0.gb463b49.dirty/openapi.yaml,40,77
openapi-directory/APIs/airbyte.local/config/1.0.0/openapi.yaml,102,102
openapi-directory/APIs/okta.local/1.0.0/openapi.yaml,17,19
openapi-directory/APIs/vercel.com/0.0.1/openapi.yaml,85,113
openapi-directory/APIs/spacetraders.io/2.0.0/openapi.yaml,38,40
openapi-directory/APIs/i-cue.solutions/v1/openapi.yaml,58,64
openapi-directory/APIs/googleapis.com/factchecktools/v1alpha1/openapi.yaml,3,6
openapi-directory/APIs/googleapis.com/billingbudgets/v1/openapi.yaml,2,5
openapi-directory/APIs/googleapis.com/billingbudgets/v1beta1/openapi.yaml,2,5
openapi-directory/APIs/zuora.com/2021-08-20/openapi.yaml,315,428
openapi-directory/APIs/googleapis.com/dataflow/v1b3/openapi.yaml,35,41
openapi-directory/APIs/googleapis.com/playdeveloperreporting/v1beta1/openapi.yaml,7,7
openapi-directory/APIs/googleapis.com/playdeveloperreporting/v1alpha1/openapi.yaml,7,7
openapi-directory/APIs/googleapis.com/iamcredentials/v1/openapi.yaml,4,4
openapi-directory/APIs/googleapis.com/privateca/v1beta1/openapi.yaml,7,8
openapi-directory/APIs/googleapis.com/privateca/v1/openapi.yaml,19,25
openapi-directory/APIs/googleapis.com/cloudfunctions/v1/openapi.yaml,11,13
openapi-directory/APIs/googleapis.com/cloudfunctions/v2beta/openapi.yaml,15,18
openapi-directory/APIs/googleapis.com/cloudfunctions/v2/openapi.yaml,15,18
openapi-directory/APIs/googleapis.com/cloudfunctions/v2alpha/openapi.yaml,15,18
openapi-directory/APIs/googleapis.com/essentialcontacts/v1/openapi.yaml,4,7
openapi-directory/APIs/googleapis.com/orgpolicy/v2/openapi.yaml,5,9
openapi-directory/APIs/googleapis.com/remotebuildexecution/v1alpha/openapi.yaml,4,8
openapi-directory/APIs/googleapis.com/workstations/v1/openapi.yaml,15,20
openapi-directory/APIs/googleapis.com/workstations/v1beta/openapi.yaml,14,19
openapi-directory/APIs/appcenter.ms/v0.1/openapi.yaml,266,352
openapi-directory/APIs/googleapis.com/webrisk/v1/openapi.yaml,7,8
openapi-directory/APIs/googleapis.com/keep/v1/openapi.yaml,4,6
openapi-directory/APIs/googleapis.com/datastream/v1/openapi.yaml,15,21
openapi-directory/APIs/googleapis.com/servicenetworking/v1/openapi.yaml,20,25
openapi-directory/APIs/googleapis.com/datastream/v1alpha1/openapi.yaml,14,20
openapi-directory/APIs/googleapis.com/servicenetworking/v1beta/openapi.yaml,5,6
openapi-directory/APIs/googleapis.com/binaryauthorization/v1beta1/openapi.yaml,6,9
openapi-directory/APIs/googleapis.com/binaryauthorization/v1/openapi.yaml,8,12
openapi-directory/APIs/googleapis.com/area120tables/v1alpha1/openapi.yaml,7,10
openapi-directory/APIs/googleapis.com/connectors/v2/openapi.yaml,12,15
openapi-directory/APIs/googleapis.com/apigeeregistry/v1/openapi.yaml,18,26
openapi-directory/APIs/googleapis.com/beyondcorp/v1/openapi.yaml,13,18
openapi-directory/APIs/googleapis.com/connectors/v1/openapi.yaml,27,35
openapi-directory/APIs/googleapis.com/clouderrorreporting/v1beta1/openapi.yaml,5,6
openapi-directory/APIs/googleapis.com/toolresults/v1beta3/openapi.yaml,22,29
openapi-directory/APIs/googleapis.com/civicinfo/v2/openapi.yaml,5,5
openapi-directory/APIs/googleapis.com/mybusinessverifications/v1/openapi.yaml,5,5
openapi-directory/APIs/googleapis.com/datapipelines/v1/openapi.yaml,5,8
openapi-directory/APIs/googleapis.com/firebasedynamiclinks/v1/openapi.yaml,5,5
openapi-directory/APIs/googleapis.com/runtimeconfig/v1/openapi.yaml,2,3
openapi-directory/APIs/googleapis.com/runtimeconfig/v1beta1/openapi.yaml,8,13
openapi-directory/APIs/googleapis.com/beyondcorp/v1alpha/openapi.yaml,24,35
openapi-directory/APIs/googleapis.com/proximitybeacon/v1beta1/openapi.yaml,14,17
openapi-directory/APIs/googleapis.com/resourcesettings/v1/openapi.yaml,2,3
openapi-directory/APIs/googleapis.com/datalineage/v1/openapi.yaml,8,13
openapi-directory/APIs/googleapis.com/libraryagent/v1/openapi.yaml,5,5
openapi-directory/APIs/googleapis.com/acmedns/v1/openapi.yaml,2,2
openapi-directory/APIs/googleapis.com/publicca/v1/openapi.yaml,1,1
openapi-directory/APIs/googleapis.com/publicca/v1beta1/openapi.yaml,1,1
openapi-directory/APIs/googleapis.com/publicca/v1alpha1/openapi.yaml,1,1
openapi-directory/APIs/googleapis.com/networkservices/v1/openapi.yaml,18,31
openapi-directory/APIs/googleapis.com/adexchangebuyer2/v2beta1/openapi.yaml,40,50
openapi-directory/APIs/googleapis.com/networkservices/v1beta1/openapi.yaml,18,31
openapi-directory/APIs/googleapis.com/pagespeedonline/v1/openapi.yaml,1,1
openapi-directory/APIs/googleapis.com/pagespeedonline/v2/openapi.yaml,1,1
openapi-directory/APIs/googleapis.com/pagespeedonline/v5/openapi.yaml,1,1
openapi-directory/APIs/googleapis.com/pagespeedonline/v4/openapi.yaml,1,1
openapi-directory/APIs/payrun.io/23.24.2.136/openapi.yaml,253,390
openapi-directory/APIs/googleapis.com/apigee/v1/openapi.yaml,81,120
openapi-directory/APIs/googleapis.com/sqladmin/v1/openapi.yaml,43,58
openapi-directory/APIs/googleapis.com/discoveryengine/v1alpha/openapi.yaml,36,44
openapi-directory/APIs/googleapis.com/discoveryengine/v1beta/openapi.yaml,26,34
openapi-directory/APIs/alertersystem.com/1.7.0/openapi.yaml,186,500
openapi-directory/APIs/googleapis.com/gkeonprem/v1/openapi.yaml,23,30
openapi-directory/APIs/googleapis.com/mybusinessaccountmanagement/v1/openapi.yaml,7,11
openapi-directory/APIs/googleapis.com/tasks/v1/openapi.yaml,6,14
openapi-directory/APIs/googleapis.com/mybusinesslodging/v1/openapi.yaml,2,3
openapi-directory/APIs/googleapis.com/alertcenter/v1beta1/openapi.yaml,8,11
openapi-directory/APIs/googleapis.com/smartdevicemanagement/v1/openapi.yaml,5,5
openapi-directory/APIs/googleapis.com/servicemanagement/v1/openapi.yaml,15,19
openapi-directory/APIs/googleapis.com/domains/v1/openapi.yaml,20,22
openapi-directory/APIs/googleapis.com/domains/v1alpha2/openapi.yaml,20,22
openapi-directory/APIs/googleapis.com/searchads360/v0/openapi.yaml,5,5
openapi-directory/APIs/googleapis.com/domains/v1beta1/openapi.yaml,20,22
openapi-directory/APIs/googleapis.com/vpcaccess/v1/openapi.yaml,4,7
openapi-directory/APIs/googleapis.com/vpcaccess/v1beta1/openapi.yaml,4,7
openapi-directory/APIs/googleapis.com/looker/v1/openapi.yaml,11,14
openapi-directory/APIs/googleapis.com/forms/v1/openapi.yaml,8,9
openapi-directory/APIs/googleapis.com/cloudiot/v1/openapi.yaml,12,16
openapi-directory/APIs/googleapis.com/playgrouping/v1alpha1/openapi.yaml,2,2
openapi-directory/APIs/googleapis.com/calendar/v3/openapi.yaml,22,37
openapi-directory/APIs/googleapis.com/oslogin/v1/openapi.yaml,4,6
openapi-directory/APIs/googleapis.com/oslogin/v1alpha/openapi.yaml,5,7
openapi-directory/APIs/googleapis.com/genomics/v2alpha1/openapi.yaml,5,5
openapi-directory/APIs/googleapis.com/oslogin/v1beta/openapi.yaml,5,7
openapi-directory/APIs/googleapis.com/gamesManagement/v1management/openapi.yaml,17,18
openapi-directory/APIs/googleapis.com/sheets/v4/openapi.yaml,16,17
openapi-directory/APIs/googleapis.com/gkehub/v1alpha2/openapi.yaml,10,13
openapi-directory/APIs/googleapis.com/gkehub/v1beta1/openapi.yaml,11,14
openapi-directory/APIs/googleapis.com/gkehub/v2alpha/openapi.yaml,4,4
openapi-directory/APIs/googleapis.com/gkehub/v1/openapi.yaml,15,24
openapi-directory/APIs/googleapis.com/networkmanagement/v1/openapi.yaml,9,12
openapi-directory/APIs/googleapis.com/gkehub/v1alpha/openapi.yaml,20,29
openapi-directory/APIs/googleapis.com/gkehub/v1beta/openapi.yaml,16,25
openapi-directory/APIs/googleapis.com/networkmanagement/v1beta1/openapi.yaml,9,12
openapi-directory/APIs/googleapis.com/identitytoolkit/v2/openapi.yaml,18,24
openapi-directory/APIs/googleapis.com/identitytoolkit/v3/openapi.yaml,20,20
openapi-directory/APIs/googleapis.com/securitycenter/v1p1alpha1/openapi.yaml,2,3
openapi-directory/APIs/googleapis.com/aiplatform/v1beta1/openapi.yaml,136,173
openapi-directory/APIs/googleapis.com/apphub/v1/openapi.yaml,15,21
openapi-directory/APIs/googleapis.com/securitycenter/v1beta2/openapi.yaml,2,3
openapi-directory/APIs/googleapis.com/securitycenter/v1beta1/openapi.yaml,12,16
openapi-directory/APIs/googleapis.com/chat/v1/openapi.yaml,10,17
openapi-directory/APIs/googleapis.com/aiplatform/v1/openapi.yaml,132,169
openapi-directory/APIs/googleapis.com/securitycenter/v1/openapi.yaml,26,34
openapi-directory/APIs/googleapis.com/apphub/v1alpha/openapi.yaml,17,23
openapi-directory/APIs/googleapis.com/rapidmigrationassessment/v1/openapi.yaml,9,12
openapi-directory/APIs/googleapis.com/documentai/v1beta3/openapi.yaml,23,26
openapi-directory/APIs/googleapis.com/documentai/v1/openapi.yaml,18,20
openapi-directory/APIs/googleapis.com/dialogflow/v3beta1/openapi.yaml,48,63
openapi-directory/APIs/googleapis.com/documentai/v1beta2/openapi.yaml,3,3
openapi-directory/APIs/googleapis.com/artifactregistry/v1/openapi.yaml,23,27
openapi-directory/APIs/googleapis.com/dialogflow/v3/openapi.yaml,48,63
openapi-directory/APIs/googleapis.com/dialogflow/v2/openapi.yaml,52,70
openapi-directory/APIs/googleapis.com/artifactregistry/v1beta1/openapi.yaml,10,14
openapi-directory/APIs/googleapis.com/dialogflow/v2beta1/openapi.yaml,48,63
openapi-directory/APIs/googleapis.com/analyticsdata/v1beta/openapi.yaml,9,10
openapi-directory/APIs/googleapis.com/artifactregistry/v1beta2/openapi.yaml,14,18
openapi-directory/APIs/googleapis.com/cloudresourcemanager/v2beta1/openapi.yaml,9,12
openapi-directory/APIs/googleapis.com/file/v1/openapi.yaml,9,14
openapi-directory/APIs/googleapis.com/cloudresourcemanager/v2/openapi.yaml,9,12
openapi-directory/APIs/googleapis.com/file/v1beta1/openapi.yaml,10,16
openapi-directory/APIs/googleapis.com/readerrevenuesubscriptionlinking/v1/openapi.yaml,1,3
openapi-directory/APIs/googleapis.com/youtubereporting/v1/openapi.yaml,6,8
openapi-directory/APIs/googleapis.com/cloudresourcemanager/v1beta1/openapi.yaml,12,16
openapi-directory/APIs/googleapis.com/cloudresourcemanager/v3/openapi.yaml,19,28
openapi-directory/APIs/googleapis.com/cloudresourcemanager/v1/openapi.yaml,19,24
openapi-directory/APIs/googleapis.com/translate/v2/openapi.yaml,3,5
openapi-directory/APIs/googleapis.com/firestore/v1beta2/openapi.yaml,5,8
openapi-directory/APIs/googleapis.com/translate/v3beta1/openapi.yaml,12,14
openapi-directory/APIs/googleapis.com/firestore/v1/openapi.yaml,24,30
openapi-directory/APIs/googleapis.com/firestore/v1beta1/openapi.yaml,16,20
openapi-directory/APIs/googleapis.com/redis/v1/openapi.yaml,12,16
openapi-directory/APIs/googleapis.com/translate/v3/openapi.yaml,24,31
openapi-directory/APIs/googleapis.com/playintegrity/v1/openapi.yaml,1,1
openapi-directory/APIs/googleapis.com/redis/v1beta1/openapi.yaml,12,16
openapi-directory/APIs/googleapis.com/analyticshub/v1beta1/openapi.yaml,8,12
openapi-directory/APIs/googleapis.com/analyticshub/v1/openapi.yaml,12,16
openapi-directory/APIs/googleapis.com/cloudprivatecatalog/v1beta1/openapi.yaml,3,3
openapi-directory/APIs/googleapis.com/accessapproval/v1/openapi.yaml,5,7
openapi-directory/APIs/googleapis.com/checks/v1alpha/openapi.yaml,7,8
openapi-directory/APIs/googleapis.com/websecurityscanner/v1/openapi.yaml,8,11
openapi-directory/APIs/googleapis.com/websecurityscanner/v1beta/openapi.yaml,8,11
openapi-directory/APIs/googleapis.com/websecurityscanner/v1alpha/openapi.yaml,8,11
openapi-directory/APIs/googleapis.com/places/v1/openapi.yaml,4,4
openapi-directory/APIs/googleapis.com/recaptchaenterprise/v1/openapi.yaml,11,15
openapi-directory/APIs/googleapis.com/recommendationengine/v1beta1/openapi.yaml,13,17
openapi-directory/APIs/googleapis.com/cloudkms/v1/openapi.yaml,25,31
openapi-directory/APIs/googleapis.com/walletobjects/v1/openapi.yaml,51,97
openapi-directory/APIs/googleapis.com/dataplex/v1/openapi.yaml,24,40
openapi-directory/APIs/googleapis.com/cloudidentity/v1beta1/openapi.yaml,28,35
openapi-directory/APIs/googleapis.com/shoppingcontent/v2/openapi.yaml,73,86
openapi-directory/APIs/googleapis.com/cloudidentity/v1/openapi.yaml,28,35
openapi-directory/APIs/googleapis.com/composer/v1/openapi.yaml,14,20
openapi-directory/APIs/googleapis.com/composer/v1beta1/openapi.yaml,16,22
openapi-directory/APIs/googleapis.com/contactcenterinsights/v1/openapi.yaml,20,27
openapi-directory/APIs/googleapis.com/searchconsole/v1/openapi.yaml,7,11
openapi-directory/APIs/googleapis.com/appengine/v1alpha/openapi.yaml,14,20
